#     BLOCK:  ACTUAL_PSI:     PSI_AVE:      ERROR:
        1666        0.85    0.410822 0.000823244
        1666        0.95    0.381726  0.00078543
        1666        1.05    0.341405 0.000717822
        1666        1.15    0.289335 0.000670514
        1666        1.25    0.231758 0.000572976
        1666        1.35    0.177546 0.000526098
        1666        1.45    0.127655 0.000461747
        1666        1.55   0.0873679 0.000377402
        1666        1.65   0.0572125 0.000319604
        1666        1.75   0.0348013 0.000249116
        1666        1.85   0.0202083  0.00018902
        1666        1.95   0.0112059 0.000142025
        1667       -1.95   0.0170408 0.000176274
        1667       -1.85   0.0199898 0.000187634
        1667       -1.75   0.0348662 0.000246284
        1667       -1.65    0.057009 0.000314502
        1667       -1.55   0.0873869 0.000372201
        1667       -1.45    0.127525  0.00044705
        1667       -1.35     0.17682 0.000529183
        1667       -1.25    0.232149 0.000594566
        1667       -1.15    0.289114  0.00067015
        1667       -1.05    0.340286 0.000703313
        1667       -0.95    0.384954  0.00076407
        1667       -0.85    0.410578 0.000818951
        1667       -0.75    0.421528 0.000825844
        1667       -0.65    0.416105 0.000803578
        1667       -0.55    0.395482 0.000739732
        1667       -0.45    0.368343 0.000704491
        1667       -0.35    0.338066  0.00064353
        1667       -0.25    0.309592 0.000605908
        1667       -0.15    0.289213 0.000579204
        1667       -0.05    0.279229 0.000570322
        1667        0.05    0.279358 0.000554641
        1667        0.15    0.288118 0.000584821
        1667        0.25    0.310962 0.000591845
        1667        0.35    0.338836 0.000642958
        1667        0.45    0.366433 0.000674492
        1667        0.55    0.395816 0.000738802
        1667        0.65    0.415359 0.000816618
        1667        0.75    0.421991 0.000816553
        1667        0.85    0.410852   0.0008233
        1667        0.95    0.381711 0.000785087
        1667        1.05    0.341376 0.000717955
        1667        1.15    0.289306 0.000670738
        1667        1.25    0.231756 0.000572634
        1667        1.35    0.177547 0.000525785
        1667        1.45    0.127645 0.000461578
        1667        1.55   0.0873689 0.000377177
        1667        1.65    0.057213 0.000319413
        1667        1.75   0.0348122 0.000249205
        1667        1.85   0.0202034 0.000188971
        1667        1.95   0.0112034 0.000141963
        1668       -1.95   0.0170438 0.000176194
        1668       -1.85    0.019991 0.000187525
        1668       -1.75   0.0348639 0.000246147
        1668       -1.65    0.057012 0.000314328
        1668       -1.55   0.0873963 0.000372096
        1668       -1.45    0.127531 0.000446818
        1668       -1.35    0.176805 0.000529092
        1668       -1.25    0.232161 0.000594341
        1668       -1.15    0.289101 0.000669867
        1668       -1.05    0.340307 0.000703217
        1668       -0.95    0.384949 0.000763627
        1668       -0.85    0.410547 0.000819044
        1668       -0.75    0.421529 0.000825349
        1668       -0.65    0.416076 0.000803635
        1668       -0.55    0.395471 0.000739372
        1668       -0.45    0.368347 0.000704084
        1668       -0.35    0.338083 0.000643378
        1668       -0.25    0.309588 0.000605562
        1668       -0.15    0.289212 0.000578858
        1668       -0.05    0.279251  0.00057043
        1668        0.05    0.279355 0.000554315
        1668        0.15    0.288121 0.000584478
        1668        0.25    0.310957 0.000591515
        1668        0.35    0.338824 0.000642683
        1668        0.45    0.366426 0.000674129
        1668        0.55    0.395805 0.000738455
        1668        0.65    0.415352 0.000816162
        1668        0.75    0.422023 0.000816706
        1668        0.85    0.410862 0.000822871
        1668        0.95    0.381713 0.000784619
        1668        1.05    0.341378 0.000717528
        1668        1.15    0.289308 0.000670338
        1668        1.25    0.231767 0.000572384
        1668        1.35    0.177541 0.000525508
        1668        1.45    0.127644 0.000461304
        1668        1.55   0.0873729 0.000376972
        1668        1.65    0.057217 0.000319248
        1668        1.75   0.0348195 0.000249163
        1668        1.85   0.0201984 0.000188922
        1668        1.95   0.0112038 0.000141878
        1669       -1.95   0.0170467 0.000176113
        1669       -1.85    0.019991 0.000187413
        1669       -1.75     0.03487 0.000246074
        1669       -1.65   0.0570144 0.000314149
        1669       -1.55   0.0873942 0.000371878
        1669       -1.45    0.127531 0.000446551
        1669       -1.35    0.176821 0.000529044
        1669       -1.25    0.232144 0.000594224
        1669       -1.15    0.289091 0.000669544
        1669       -1.05    0.340291 0.000702972
        1669       -0.95     0.38493 0.000763394
        1669       -0.85    0.410525 0.000818846
        1669       -0.75    0.421543 0.000824974
        1669       -0.65    0.416071 0.000803165
        1669       -0.55    0.395474 0.000738934
        1669       -0.45    0.368316  0.00070436
        1669       -0.35    0.338093 0.000643063
        1669       -0.25    0.309616 0.000605865
        1669       -0.15    0.289223 0.000578633
        1669       -0.05    0.279246 0.000570109
        1669        0.05    0.279371 0.000554213
        1669        0.15    0.288126 0.000584152
        1669        0.25    0.310944 0.000591293
        1669        0.35     0.33883 0.000642327
        1669        0.45    0.366446 0.000674025
        1669        0.55    0.395816 0.000738102
        1669        0.65    0.415359 0.000815703
        1669        0.75     0.42202 0.000816224
        1669        0.85    0.410842 0.000822614
        1669        0.95    0.381721 0.000784189
        1669        1.05    0.341352 0.000717568
        1669        1.15    0.289309 0.000669937
        1669        1.25     0.23179 0.000572499
        1669        1.35    0.177542 0.000525194
        1669        1.45    0.127632 0.000461193
        1669        1.55   0.0873733 0.000376746
        1669        1.65   0.0572175 0.000319057
        1669        1.75   0.0348209 0.000249017
        1669        1.85   0.0201995 0.000188811
        1669        1.95   0.0112025   0.0001418
        1670       -1.95   0.0170431 0.000176045
        1670       -1.85    0.019997 0.000187396
        1670       -1.75   0.0348623 0.000246048
        1670       -1.65   0.0570287 0.000314289
        1670       -1.55   0.0873916 0.000371665
        1670       -1.45     0.12753 0.000446286
        1670       -1.35     0.17681 0.000528848
        1670       -1.25    0.232146 0.000593869
        1670       -1.15    0.289068 0.000669532
        1670       -1.05    0.340283 0.000702596
        1670       -0.95    0.384935 0.000762949
        1670       -0.85    0.410539 0.000818466
        1670       -0.75    0.421516 0.000824911
        1670       -0.65    0.416096 0.000803058
        1670       -0.55     0.39547 0.000738501
        1670       -0.45    0.368315 0.000703939
        1670       -0.35    0.338092 0.000642678
        1670       -0.25    0.309623 0.000605541
        1670       -0.15    0.289219 0.000578302
        1670       -0.05     0.27923 0.000570001
        1670        0.05    0.279353 0.000554179
        1670        0.15    0.288133 0.000583845
        1670        0.25    0.310951 0.000590976
        1670        0.35     0.33884 0.000642015
        1670        0.45    0.366438  0.00067367
        1670        0.55    0.395808 0.000737706
        1670        0.65    0.415393  0.00081592
        1670        0.75    0.422014 0.000815753
        1670        0.85     0.41085 0.000822153
        1670        0.95    0.381716 0.000783737
        1670        1.05    0.341377 0.000717551
        1670        1.15    0.289296 0.000669646
        1670        1.25     0.23179 0.000572156
        1670        1.35    0.177533 0.000524951
        1670        1.45     0.12764 0.000460997
        1670        1.55   0.0873749 0.000376524
        1670        1.65   0.0572204 0.000318878
        1670        1.75    0.034821 0.000248868
        1670        1.85      0.0202 0.000188699
        1670        1.95   0.0112054 0.000141744
        1671       -1.95   0.0170395 0.000175977
        1671       -1.85        0.02 0.000187308
        1671       -1.75    0.034863 0.000245901
        1671       -1.65   0.0570156 0.000314377
        1671       -1.55   0.0873758 0.000371778
        1671       -1.45    0.127531  0.00044602
        1671       -1.35    0.176792 0.000528832
        1671       -1.25    0.232145 0.000593514
        1671       -1.15    0.289072 0.000669141
        1671       -1.05    0.340291 0.000702217
        1671       -0.95    0.384909 0.000762925
        1671       -0.85    0.410572 0.000818625
        1671       -0.75    0.421515 0.000824419
        1671       -0.65    0.416145 0.000804108
        1671       -0.55    0.395475 0.000738077
        1671       -0.45    0.368302 0.000703644
        1671       -0.35    0.338089 0.000642301
        1671       -0.25    0.309611 0.000605292
        1671       -0.15    0.289211 0.000578019
        1671       -0.05    0.279224 0.000569693
        1671        0.05    0.279372 0.000554171
        1671        0.15    0.288136 0.000583503
        1671        0.25    0.310966 0.000590813
        1671        0.35    0.338832 0.000641677
        1671        0.45    0.366465 0.000673818
        1671        0.55    0.395798 0.000737333
        1671        0.65    0.415391 0.000815434
        1671        0.75    0.422009 0.000815283
        1671        0.85    0.410833  0.00082183
        1671        0.95    0.381723 0.000783297
        1671        1.05    0.341385 0.000717168
        1671        1.15    0.289298 0.000669248
        1671        1.25    0.231772 0.000572091
        1671        1.35    0.177524 0.000524719
        1671        1.45    0.127634 0.000460757
        1671        1.55   0.0873914 0.000376661
        1671        1.65   0.0572166 0.000318709
        1671        1.75   0.0348193 0.000248725
        1671        1.85   0.0202011 0.000188589
        1671        1.95   0.0112059  0.00014166
